CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_EMPLOYED,CNT_FAM_MEMBERS
1.0,1.0,0.0,0.5,0.14210526315789473,0.0,0.25,0.25,0.2,0.9171560837421405,1.0
1.0,0.0,0.0,0.5,0.21052631578947367,1.0,0.25,0.0,0.2,0.7866371864851793,1.0
0.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,1.0,0.919021626476888,0.0
1.0,1.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.8483382850825676,1.0
0.0,0.0,1.0,0.5,0.11578947368421053,1.0,1.0,0.25,0.2,0.9483175568299592,1.0
0.0,1.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.7746147999723624,0.0
1.0,1.0,1.0,0.0,0.13157894736842105,0.5,0.25,0.25,0.2,0.8276100324742625,0.0
0.0,0.0,1.0,0.5,0.16842105263157894,1.0,1.0,0.0,0.2,0.975747944448283,1.0
0.0,1.0,1.0,0.5,0.2631578947368421,0.0,0.25,0.25,0.2,0.9704276929454847,1.0
1.0,1.0,1.0,0.5,0.21052631578947367,1.0,0.25,0.25,0.2,0.931458578041871,1.0
1.0,1.0,1.0,0.5,0.07894736842105263,1.0,1.0,0.25,0.2,0.8728667173357286,1.0
0.0,1.0,0.0,0.0,0.42105263157894735,1.0,1.0,0.25,0.8,0.8840599737442134,0.0
0.0,1.0,1.0,0.0,0.3157894736842105,0.0,1.0,0.25,0.4,0.44869757479444483,0.0
0.0,1.0,1.0,0.5,0.15263157894736842,0.5,1.0,0.25,0.2,0.963241898707939,1.0
0.0,0.0,1.0,0.5,0.07894736842105263,1.0,1.0,0.25,0.2,0.8225661576729082,1.0
1.0,0.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.9338077800041457,0.0
1.0,0.0,1.0,0.0,0.13157894736842105,1.0,1.0,0.0,0.2,0.9624127686036067,0.0
1.0,0.0,0.0,0.0,0.1,1.0,0.5,0.25,0.8,0.8750777309472811,0.0
0.0,0.0,1.0,0.0,0.3157894736842105,0.5,1.0,0.0,0.2,0.826297243142403,0.0
0.0,1.0,1.0,0.0,0.3157894736842105,1.0,1.0,0.25,0.2,0.5785946244731569,0.0
0.0,0.0,1.0,0.5,0.2631578947368421,0.0,0.25,0.25,0.2,0.8389414772334692,1.0
1.0,1.0,0.0,0.0,0.2894736842105263,0.0,1.0,0.25,0.2,0.930905824638983,0.0
0.0,0.0,1.0,0.0,0.10526315789473684,0.0,0.5,0.25,0.2,0.8192496372555793,0.0
0.0,0.0,1.0,0.0,0.23684210526315788,0.0,0.25,0.25,0.2,0.9084502176466523,0.0
0.0,1.0,1.0,0.0,0.05263157894736842,1.0,1.0,0.25,0.2,0.942997305327161,0.0
0.0,0.0,1.0,0.0,0.02631578947368421,0.5,1.0,0.0,0.2,0.9868030125060457,0.0
1.0,1.0,1.0,0.5,0.23684210526315788,1.0,1.0,0.25,0.2,0.9630346161818558,1.0
0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.2,0.7237614869066538,0.0
0.0,0.0,1.0,0.0,0.10526315789473684,0.0,1.0,0.25,1.0,0.8327230014509777,0.0
0.0,0.0,1.0,0.0,0.34210526315789475,1.0,1.0,0.0,0.2,0.6745664340496096,0.0
0.0,0.0,1.0,0.0,0.2631578947368421,0.0,0.25,0.25,0.2,0.983970151316244,0.0
1.0,0.0,0.0,0.0,0.3684210526315789,1.0,0.75,0.25,0.2,0.9275893042216541,0.0
1.0,0.0,0.0,0.0,0.18947368421052632,0.5,0.25,0.25,0.6,0.8187659780280523,0.0
0.0,0.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.8495128860637048,0.0
0.0,0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.9098321011538727,1.0
0.0,1.0,0.0,0.0,0.02631578947368421,0.5,0.25,0.25,0.2,0.6289642783113384,0.0
0.0,0.0,1.0,0.0,0.05263157894736842,1.0,0.25,0.25,0.2,0.587093208042562,0.0
1.0,0.0,0.0,0.0,0.03684210526315789,1.0,1.0,0.25,0.2,0.9638637462861881,0.0
1.0,1.0,1.0,0.5,0.08947368421052632,1.0,1.0,0.25,0.2,0.9559870102950321,1.0
0.0,0.0,0.0,0.0,0.21052631578947367,0.0,1.0,0.25,0.2,0.7656325571754301,0.0
0.0,0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.8694811027430388,1.0
0.0,0.0,0.0,0.0,0.14210526315789473,1.0,0.25,0.25,0.2,0.9896358736958475,0.0
1.0,1.0,0.0,0.5,0.3684210526315789,1.0,1.0,0.25,0.2,0.8245007945830166,1.0
1.0,1.0,1.0,0.5,0.3684210526315789,1.0,1.0,0.25,0.2,0.9420299868721067,1.0
1.0,1.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.8483382850825676,1.0
0.0,0.0,0.0,0.0,0.031578947368421054,1.0,0.25,0.25,0.2,0.9736060250120915,0.0
0.0,0.0,0.0,0.0,0.21052631578947367,0.5,0.25,0.0,0.4,0.583154840046984,0.0
0.0,0.0,1.0,0.0,0.18421052631578946,0.0,0.5,0.0,0.2,0.8857873281282388,0.0
0.0,0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.6932909555724452,1.0
0.0,1.0,1.0,0.5,0.05263157894736842,0.5,1.0,0.25,0.2,0.6924618254681131,1.0
1.0,1.0,1.0,0.0,0.15789473684210525,1.0,0.25,0.25,0.2,0.975678850272922,0.0
1.0,1.0,1.0,0.0,0.10526315789473684,0.0,0.25,0.25,0.2,0.9463138257444897,0.0
0.0,0.0,1.0,0.0,0.15789473684210525,1.0,1.0,0.25,0.2,0.732743729703586,0.0
1.0,1.0,1.0,0.5,0.10526315789473684,1.0,0.25,0.25,0.2,0.8774960270849167,1.0
1.0,1.0,0.0,0.0,0.4842105263157895,0.5,0.25,0.25,0.4,0.8684446901126235,0.0
0.0,1.0,0.0,0.0,0.21052631578947367,1.0,0.25,0.0,0.2,0.9492157811096524,0.0
0.0,0.0,0.0,0.0,0.13157894736842105,0.0,0.25,0.25,0.2,0.9357424169142541,0.0
0.0,0.0,0.0,0.5,0.18421052631578946,1.0,1.0,0.25,0.2,0.8120638430180336,1.0
0.0,1.0,1.0,0.0,0.13157894736842105,1.0,0.25,0.25,0.2,0.813722103226698,0.0
0.0,1.0,0.0,0.0,0.3157894736842105,0.0,0.25,0.25,0.2,0.8573205278794997,0.0
1.0,1.0,1.0,0.0,0.2894736842105263,0.0,0.25,0.25,0.2,0.7704691494507013,0.0
0.0,1.0,0.0,0.0,0.03684210526315789,0.25,1.0,0.25,0.4,1.0,0.0
1.0,1.0,0.0,0.0,0.42105263157894735,0.5,1.0,0.25,0.2,0.833897602432115,0.0
0.0,1.0,1.0,0.5,0.47368421052631576,0.0,0.25,0.25,0.2,0.8110965245629793,1.0
1.0,0.0,0.0,0.5,0.2631578947368421,1.0,1.0,0.25,1.0,0.9804463483728322,1.0
1.0,1.0,1.0,0.0,0.18421052631578946,0.0,0.25,0.25,0.2,0.943480964554688,0.0
0.0,0.0,1.0,0.5,0.2631578947368421,0.0,0.25,0.25,0.2,0.8482000967318455,1.0
1.0,1.0,0.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.9903959096248186,0.0
0.0,0.0,1.0,0.0,0.08421052631578947,1.0,0.25,0.25,0.2,0.9619291093760796,0.0
0.0,1.0,1.0,0.0,0.3631578947368421,0.0,1.0,0.25,0.2,0.980100877496027,0.0
1.0,0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.8233261936018793,1.0
0.0,1.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.25,0.2,0.9042354729496304,1.0
1.0,1.0,1.0,0.5,0.3684210526315789,0.0,0.25,0.25,0.2,0.8649899813445726,1.0
0.0,0.0,0.0,0.0,0.15789473684210525,0.0,0.5,0.25,0.2,0.4886340081531127,0.0
0.0,0.0,0.0,0.5,0.3157894736842105,0.0,0.25,0.25,0.2,0.9786498998134457,1.0
1.0,1.0,1.0,0.0,0.16842105263157894,1.0,0.25,0.25,0.2,0.7469080356525944,0.0
1.0,1.0,0.0,0.0,0.22631578947368422,1.0,0.25,0.25,1.0,0.8642299454156015,0.0
0.0,0.0,1.0,0.0,0.3157894736842105,1.0,1.0,0.25,0.2,0.699993090582464,0.0
0.0,1.0,1.0,0.0,0.14210526315789473,1.0,0.25,0.25,0.2,0.951288606370483,0.0
0.0,1.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.8861327990050438,0.0
1.0,1.0,0.0,0.0,0.11578947368421053,1.0,1.0,0.25,0.2,0.9864575416292407,0.0
0.0,0.0,1.0,0.0,0.14736842105263157,0.25,1.0,0.0,0.2,1.0,0.0
0.0,0.0,1.0,0.0,0.06315789473684211,1.0,1.0,0.25,0.4,0.8059144614109031,0.0
0.0,1.0,1.0,0.0,0.4052631578947368,0.0,0.25,0.25,0.2,0.9673875492295999,0.0
1.0,1.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.9683548676846542,0.0
1.0,1.0,1.0,0.0,0.25263157894736843,0.0,0.25,0.25,0.2,0.9084502176466523,0.0
0.0,0.0,1.0,0.5,0.13157894736842105,0.0,1.0,0.25,0.2,0.8839908795688524,1.0
1.0,1.0,1.0,0.5,0.18421052631578946,0.0,0.25,0.25,0.2,0.8532439715331998,1.0
0.0,1.0,1.0,0.0,0.3684210526315789,1.0,0.25,0.25,0.2,0.8289919159814828,0.0
1.0,1.0,1.0,0.0,0.14736842105263157,0.0,0.5,0.25,0.2,0.5770054584398535,0.0
0.0,1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,1.0,0.9445173771851033,0.0
1.0,1.0,1.0,0.0,0.2,1.0,1.0,0.25,0.8,0.8993297864989981,0.0
1.0,1.0,0.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.8702411386720099,0.0
0.0,0.0,0.0,0.5,0.06315789473684211,0.5,1.0,0.25,0.2,0.6780211428176605,1.0
0.0,0.0,1.0,0.5,0.11578947368421053,1.0,1.0,0.25,0.2,0.8061908381123472,1.0
0.0,1.0,1.0,0.0,0.13157894736842105,1.0,0.25,0.25,1.0,0.9640019346369101,0.0
0.0,0.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.7809714641055759,0.0
1.0,1.0,0.0,0.5,0.3157894736842105,1.0,1.0,0.25,0.2,0.9863884474538797,1.0
1.0,0.0,1.0,0.5,0.10526315789473684,0.0,0.25,0.25,0.2,0.959718095764527,1.0
0.0,0.0,0.0,0.0,0.08421052631578947,1.0,0.25,0.25,0.2,0.7101499343605334,0.0
0.0,1.0,1.0,1.0,0.23157894736842105,0.0,0.25,0.75,0.8,0.9231672769985491,1.0
0.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,1.0,0.919021626476888,0.0
0.0,0.0,1.0,0.0,0.11052631578947368,0.25,0.75,0.25,0.2,1.0,0.0
0.0,0.0,1.0,0.0,0.07894736842105263,0.0,1.0,0.25,0.2,0.8647136046431286,0.0
0.0,0.0,0.0,0.5,0.10526315789473684,1.0,1.0,0.5,0.2,0.9133559040972846,0.0
1.0,0.0,0.0,0.0,0.2631578947368421,1.0,1.0,0.25,0.2,0.9617218268499965,0.0
1.0,1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.8770814620327506,0.0
0.0,0.0,0.0,0.0,0.05263157894736842,1.0,1.0,0.25,1.0,0.898984315622193,0.0
1.0,1.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.6904580943826435,1.0
0.0,1.0,1.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.2,0.9728459890831203,0.0
0.0,1.0,0.0,0.0,0.042105263157894736,1.0,1.0,0.25,0.2,0.8608443308229117,0.0
0.0,1.0,1.0,0.5,0.11578947368421053,1.0,0.25,0.25,0.2,0.963241898707939,1.0
1.0,0.0,0.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.6,0.8159331168382505,0.0
0.0,0.0,1.0,0.0,0.2631578947368421,1.0,0.25,0.25,0.2,0.3025633939058937,0.0
1.0,0.0,1.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.5334070337870518,0.0
1.0,0.0,1.0,0.0,0.18421052631578946,1.0,0.25,0.25,0.2,0.809645546880398,0.0
1.0,0.0,0.0,0.0,0.18421052631578946,0.5,0.25,0.25,0.2,0.9681475851585711,0.0
1.0,0.0,1.0,0.0,0.15789473684210525,0.0,1.0,0.25,0.2,0.9295239411317626,0.0
0.0,1.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7807641815794929,1.0
1.0,1.0,1.0,0.5,0.10526315789473684,1.0,0.25,0.25,0.2,0.7965867477371658,1.0
1.0,1.0,0.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.2,0.890762108754232,0.0
0.0,0.0,1.0,0.0,0.21052631578947367,1.0,0.25,0.25,0.2,0.9249637255579355,0.0
0.0,1.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7807641815794929,1.0
0.0,0.0,0.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.2,0.8960823602570304,0.0
0.0,0.0,0.0,0.5,0.21052631578947367,1.0,1.0,0.25,1.0,0.8368686519726387,1.0
0.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0,0.25,0.2,0.8440544462101844,0.0
1.0,1.0,1.0,0.0,0.3263157894736842,0.0,1.0,0.25,0.4,0.825744489739515,0.0
1.0,1.0,1.0,0.0,0.10526315789473684,0.0,0.25,0.25,0.2,0.9693221861397084,0.0
1.0,1.0,0.0,0.0,0.7368421052631579,1.0,1.0,0.25,0.4,0.6856905962827333,0.0
0.0,0.0,1.0,0.0,0.7368421052631579,0.0,0.25,0.25,0.2,0.8986388447453879,0.0
0.0,1.0,0.0,0.0,0.10526315789473684,1.0,0.25,0.25,0.4,0.8285082567539557,0.0
1.0,1.0,1.0,0.0,0.15789473684210525,1.0,1.0,0.0,0.2,0.7759275893042217,0.0
0.0,0.0,1.0,0.0,0.07894736842105263,1.0,0.25,0.25,1.0,0.9546742209631728,0.0
0.0,0.0,1.0,0.5,0.05263157894736842,0.0,1.0,0.25,0.2,0.6118289228218061,1.0
0.0,1.0,0.0,0.5,0.2631578947368421,1.0,1.0,0.25,1.0,0.8410833966696607,1.0
1.0,0.0,1.0,0.0,0.13157894736842105,0.0,1.0,0.25,0.2,0.9170869895667795,0.0
1.0,1.0,1.0,0.0,0.47368421052631576,0.0,1.0,0.25,0.2,0.9531541491052304,0.0
1.0,1.0,0.0,0.0,0.15789473684210525,0.5,1.0,0.25,0.2,0.9315276722172321,0.0
1.0,0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.9843847163684102,1.0
1.0,0.0,0.0,0.5,0.21052631578947367,1.0,0.25,0.0,0.2,0.7866371864851793,1.0
1.0,1.0,1.0,0.0,0.12105263157894737,1.0,1.0,0.25,0.2,0.6423685483313757,0.0
0.0,0.0,1.0,0.5,0.2631578947368421,1.0,1.0,0.25,0.2,0.9040281904235473,1.0
1.0,1.0,1.0,0.5,0.07894736842105263,1.0,1.0,0.25,0.2,0.8728667173357286,1.0
0.0,1.0,1.0,0.0,0.21052631578947367,0.0,0.25,0.25,0.2,0.8155185517860845,0.0
0.0,0.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,0.2,0.9582671180819456,0.0
0.0,0.0,1.0,0.5,0.03684210526315789,0.5,0.25,0.25,0.2,0.8519311822013405,1.0
1.0,1.0,0.0,0.0,0.10526315789473684,0.0,1.0,0.25,0.2,0.9029226836177711,0.0
0.0,0.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.25,1.0,0.9882539901886271,0.0
0.0,0.0,0.0,0.0,0.031578947368421054,1.0,1.0,0.25,0.2,0.9897740620465695,0.0
0.0,0.0,1.0,0.5,0.3684210526315789,0.0,1.0,0.75,0.2,0.7540247357147792,0.0
0.0,1.0,1.0,0.0,0.2631578947368421,0.0,0.0,0.25,0.2,0.9323568023215643,0.0
0.0,1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.6981275478477165,0.0
0.0,1.0,1.0,0.0,0.18421052631578946,0.5,1.0,0.0,0.2,0.9683548676846542,0.0
0.0,0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.6932909555724452,1.0
0.0,0.0,1.0,0.0,0.13157894736842105,0.0,1.0,0.25,0.2,0.7283907966558419,0.0
1.0,1.0,1.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.9783735231120017,0.0
1.0,1.0,0.0,0.5,0.1631578947368421,1.0,0.25,0.25,0.2,0.9360187936156982,1.0
1.0,1.0,0.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.8702411386720099,0.0
1.0,1.0,1.0,0.0,0.47368421052631576,0.0,1.0,0.25,0.2,0.8200096731845505,0.0
1.0,1.0,0.0,0.0,0.18421052631578946,1.0,0.5,0.25,0.2,0.984039245491605,0.0
0.0,0.0,1.0,0.0,0.03684210526315789,1.0,0.5,0.25,1.0,0.927382021695571,0.0
1.0,0.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.0,0.2,0.9318731430940371,1.0
0.0,0.0,0.0,0.0,0.06315789473684211,1.0,1.0,0.25,0.2,0.9708422579976508,0.0
0.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0,0.25,0.8,0.9154978235334761,0.0
1.0,1.0,0.0,0.5,0.18421052631578946,1.0,1.0,0.25,0.2,0.7383403579078284,1.0
0.0,1.0,1.0,0.5,0.10526315789473684,0.5,1.0,0.25,0.2,0.578940095349962,1.0
0.0,1.0,1.0,0.0,0.10526315789473684,0.0,0.25,0.0,0.2,0.9907413805016237,0.0
0.0,0.0,1.0,0.0,0.08947368421052632,0.25,1.0,0.25,0.2,1.0,0.0
1.0,1.0,0.0,0.0,0.23684210526315788,1.0,1.0,0.0,0.2,0.9938506183928695,0.0
1.0,1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.7948593933531404,0.0
0.0,0.0,0.0,0.5,0.06315789473684211,0.5,1.0,0.25,0.2,0.6780211428176605,1.0
0.0,1.0,1.0,0.0,0.3368421052631579,0.0,0.25,0.25,0.2,0.8883438126165965,0.0
0.0,0.0,0.0,0.0,0.15789473684210525,1.0,1.0,0.25,1.0,0.8209078974642438,0.0
1.0,0.0,1.0,0.0,0.09473684210526316,0.0,1.0,0.0,0.2,0.854556760865059,0.0
0.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.8749395425965591,0.0
1.0,1.0,1.0,0.0,0.2631578947368421,1.0,1.0,0.25,0.2,0.903199060319215,0.0
1.0,1.0,0.0,0.0,0.21052631578947367,1.0,1.0,0.25,0.2,0.8702411386720099,0.0
0.0,0.0,0.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.7621087542320183,0.0
1.0,0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.9608236025703033,1.0
0.0,0.0,1.0,0.0,0.06842105263157895,1.0,1.0,0.25,0.2,0.971395011400539,0.0
0.0,0.0,1.0,0.5,0.18421052631578946,1.0,0.5,0.25,0.2,0.947212050024183,1.0
0.0,0.0,1.0,0.5,0.23684210526315788,0.0,1.0,0.25,0.2,0.8405997374421337,1.0
0.0,0.0,1.0,0.0,0.07894736842105263,1.0,0.25,0.25,0.2,0.0,0.0
1.0,1.0,0.0,0.5,0.18421052631578946,1.0,1.0,0.25,0.2,0.7383403579078284,1.0
0.0,0.0,1.0,0.5,0.09473684210526316,0.0,0.25,0.25,0.2,0.8774960270849167,1.0
0.0,0.0,1.0,0.5,0.05789473684210526,1.0,1.0,0.25,0.2,0.8705866095488151,1.0
1.0,1.0,1.0,0.5,0.10526315789473684,1.0,0.25,0.25,0.2,0.7965867477371658,1.0
0.0,1.0,0.0,0.0,0.13157894736842105,1.0,0.25,0.25,0.2,0.9822427969322186,0.0
1.0,0.0,0.0,0.0,0.03684210526315789,1.0,1.0,0.25,0.2,0.9638637462861881,0.0
0.0,0.0,0.0,0.0,0.07894736842105263,0.0,1.0,0.25,1.0,0.9923996407102881,0.0
0.0,0.0,1.0,0.0,0.13157894736842105,1.0,1.0,0.25,0.2,0.73709666275133,0.0
1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.25,0.0,0.9239273129275202,0.0
0.0,0.0,1.0,0.5,0.18421052631578946,1.0,0.25,0.25,0.2,0.7748220824984454,1.0
0.0,0.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.7051751537345402,0.0
0.0,1.0,1.0,0.0,0.21052631578947367,0.0,0.25,0.25,0.2,0.8155185517860845,0.0
0.0,0.0,0.0,0.0,0.13157894736842105,1.0,1.0,0.0,0.2,0.7581703862364403,0.0
1.0,1.0,1.0,0.0,0.07894736842105263,1.0,1.0,0.25,0.2,0.9360878877910592,0.0
0.0,0.0,1.0,0.5,0.02631578947368421,1.0,1.0,0.25,0.2,0.9505285704415117,1.0
1.0,1.0,0.0,0.0,0.18421052631578946,1.0,1.0,0.25,0.2,0.6637186485179299,0.0
0.0,1.0,1.0,0.0,0.2631578947368421,0.0,0.0,0.25,0.2,0.9323568023215643,0.0
0.0,1.0,0.0,0.0,0.14736842105263157,1.0,1.0,0.0,0.2,0.5517169902577213,0.0
0.0,0.0,1.0,0.0,0.12105263157894737,1.0,1.0,0.25,0.2,0.9414772334692185,0.0
1.0,1.0,1.0,0.0,0.10526315789473684,0.0,1.0,0.25,0.2,0.8228425343743523,0.0
0.0,1.0,1.0,0.0,0.3684210526315789,1.0,0.25,0.25,0.2,0.8289919159814828,0.0
0.0,1.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.2,0.7764803427071097,0.0
1.0,1.0,1.0,0.0,0.15789473684210525,1.0,0.25,0.25,0.2,0.975678850272922,0.0
0.0,0.0,1.0,0.5,0.07894736842105263,1.0,0.25,0.0,0.2,0.9915705106059559,1.0
0.0,1.0,1.0,0.0,0.042105263157894736,1.0,0.25,0.25,0.2,0.9037518137221032,0.0
1.0,1.0,1.0,0.0,0.2631578947368421,1.0,1.0,0.25,0.2,0.975886132799005,0.0
0.0,0.0,0.0,0.0,0.03684210526315789,1.0,0.25,0.25,0.2,0.9457610723416016,0.0
1.0,0.0,1.0,0.0,0.10526315789473684,1.0,1.0,0.25,0.8,0.8105437711600912,0.0
0.0,0.0,1.0,0.5,0.15789473684210525,1.0,1.0,0.25,0.2,0.9707040696469288,1.0
1.0,1.0,0.0,0.5,0.14736842105263157,1.0,1.0,0.25,1.0,0.8445381054377116,1.0
0.0,0.0,1.0,0.5,0.10526315789473684,1.0,1.0,0.25,0.2,0.7169902577212741,1.0
1.0,1.0,0.0,0.0,0.3157894736842105,0.0,0.25,0.25,1.0,0.9505285704415117,0.0
0.0,0.0,1.0,0.0,0.07894736842105263,1.0,0.25,0.25,0.2,0.8475091549782353,0.0
0.0,0.0,1.0,0.0,0.07368421052631578,0.5,1.0,0.25,0.2,0.7735783873419471,0.0
1.0,0.0,1.0,0.0,0.21052631578947367,1.0,1.0,0.0,0.2,0.9778898638844745,0.0
0.0,0.0,1.0,0.5,0.13157894736842105,1.0,1.0,0.25,0.2,0.8375595937262489,1.0
1.0,1.0,1.0,0.0,0.2631578947368421,1.0,1.0,0.25,0.2,0.9859738824017136,0.0
0.0,1.0,1.0,0.5,0.13157894736842105,0.0,0.5,0.25,0.2,0.9407171975402474,1.0
1.0,0.0,1.0,0.5,0.10526315789473684,0.0,1.0,0.25,0.2,0.9740205900642576,1.0
